Mundial,link,Posicion,Jugador,Goles,Partidos,Promedio de Gol,Selección
Mundial 1998,/jugadores/salaheddine_bassir.php,20,Salaheddine Bassir,2 ,3,0.67,Marruecos
Mundial 1998,/jugadores/phillip_cocu.php,21,Phillip Cocu,2 ,7,0.29,Holanda
Mundial 1998,/jugadores/ronald_de_boer.php,22,Ronald De Boer,2 ,6,0.33,Holanda
Mundial 1998,/jugadores/abdeljalil_hadda.php,23,Abdeljalil Hadda,2 ,3,0.67,Marruecos
Mundial 1998,/jugadores/fernando_hierro.php,24,Fernando Hierro,2 ,3,0.67,España
Mundial 1998,/jugadores/patrick_kluivert.php,25,Patrick Kluivert,2 ,4,0.50,Holanda
Mundial 1998,/jugadores/slobodan_komljenovic.php,26,Slobodan Komljenovic,2 ,3,0.67,RFdeYugoslavia
Mundial 1998,/jugadores/brian_laudrup.php,27,Brian Laudrup,2 ,5,0.40,Dinamarca
Mundial 1998,/jugadores/viorel_moldovan.php,28,Viorel Moldovan,2 ,4,0.50,Rumania
Mundial 1998,/jugadores/fernando_morientes.php,29,Fernando Morientes,2 ,2,1.00,España
Mundial 1998,/jugadores/ariel_ortega.php,30,Ariel Ortega,2 ,5,0.40,Argentina
Mundial 1998,/jugadores/michael_owen.php,31,Michael Owen,2 ,4,0.50,Inglaterra
Mundial 1998,/jugadores/ricardo_pelaez_linares.php,32,Ricardo Pelaez Linares,2 ,3,0.67,Mexico
Mundial 1998,/jugadores/emmanuel_petit.php,33,Emmanuel Petit,2 ,6,0.33,Francia
Mundial 1998,/jugadores/robert_prosinecki.php,34,Robert Prosinecki,2 ,5,0.40,Croacia
Mundial 1998,/jugadores/alan_shearer.php,35,Alan Shearer,2 ,4,0.50,Inglaterra
Mundial 1998,/jugadores/lilian_thuram.php,36,Lilian Thuram,2 ,6,0.33,Francia
Mundial 1998,/jugadores/theodore_whitmore.php,37,Theodore Whitmore,2 ,3,0.67,Jamaica
Mundial 1998,/jugadores/marc_wilmots.php,38,Marc Wilmots,2 ,3,0.67,Belgica
Mundial 1998,/jugadores/zinedine_zidane.php,39,Zinedine Zidane,2 ,5,0.40,Francia
Mundial 1998,/jugadores/mutiu_adepoju.php,41,Mutiu Adepoju,1 ,3,0.33,Nigeria
Mundial 1998,/jugadores/sami_al_jaber.php,42,Sami Al Jaber,1 ,3,0.33,ArabiaSaudita
Mundial 1998,/jugadores/youssef_al_tunayan.php,43,Youssef Al Tunayan,1 ,2,0.50,ArabiaSaudita
Mundial 1998,/jugadores/darren_anderton.php,44,Darren Anderton,1 ,4,0.25,Inglaterra
Mundial 1998,/jugadores/celso_ayala.php,45,Celso Ayala,1 ,4,0.25,Paraguay
Mundial 1998,/jugadores/tijani_babangida.php,46,Tijani Babangida,1 ,4,0.25,Nigeria
Mundial 1998,/jugadores/david_beckham.php,47,David Beckham,1 ,3,0.33,Inglaterra
Mundial 1998,/jugadores/miguel_benitez.php,48,Miguel Benitez,1 ,4,0.25,Paraguay
Mundial 1998,/jugadores/laurent_blanc.php,49,Laurent Blanc,1 ,5,0.20,Francia
Mundial 1998,/jugadores/cuauhtemoc_blanco.php,50,Cuauhtemoc Blanco,1 ,4,0.25,Mexico
Mundial 1998,/jugadores/craig_burley.php,51,Craig Burley,1 ,3,0.33,Escocia
Mundial 1998,/jugadores/jose_cardozo.php,52,Jose Cardozo,1 ,3,0.33,Paraguay
Mundial 1998,/jugadores/john_collins.php,53,John Collins,1 ,3,0.33,Escocia
Mundial 1998,/jugadores/edgar_davids.php,54,Edgar Davids,1 ,6,0.17,Holanda
Mundial 1998,/jugadores/luigi_di_biagio.php,55,Luigi Di Biagio,1 ,5,0.20,Italia
Mundial 1998,/jugadores/youri_djorkaeff.php,56,Youri Djorkaeff,1 ,7,0.14,Francia
Mundial 1998,/jugadores/christophe_dugarry.php,57,Christophe Dugarry,1 ,3,0.33,Francia
Mundial 1998,/jugadores/robert_earle.php,58,Robert Earle,1 ,3,0.33,Jamaica
Mundial 1998,/jugadores/dan_eggen.php,59,Dan Eggen,1 ,4,0.25,Noruega
Mundial 1998,/jugadores/mustafa_el_hadji.php,60,Mustafa El Hadji,1 ,3,0.33,Marruecos
Mundial 1998,/jugadores/hamid_estili.php,61,Hamid Estili,1 ,3,0.33,Iran
Mundial 1998,/jugadores/tore_andre_flo.php,62,Tore Andre Flo,1 ,4,0.25,Noruega
Mundial 1998,/jugadores/havard_flo.php,63,Havard Flo,1 ,4,0.25,Noruega
Mundial 1998,/jugadores/alberto_garcia_aspe.php,64,Alberto Garcia Aspe,1 ,4,0.25,Mexico
Mundial 1998,/jugadores/seok_ju_ha.php,65,Seok Ju Ha,1 ,2,0.50,CoreadelSur
Mundial 1998,/jugadores/thomas_helveg.php,66,Thomas Helveg,1 ,5,0.20,Dinamarca
Mundial 1998,/jugadores/andreas_herzog.php,67,Andreas Herzog,1 ,3,0.33,Austria
Mundial 1998,/jugadores/victor_ikpeba.php,68,Victor Ikpeba,1 ,3,0.33,Nigeria
Mundial 1998,/jugadores/adrian_ilie.php,69,Adrian Ilie,1 ,4,0.25,Rumania
Mundial 1998,/jugadores/robert_jarni.php,70,Robert Jarni,1 ,7,0.14,Croacia
Mundial 1998,/jugadores/martin_jorgensen.php,71,Martin Jorgensen,1 ,5,0.20,Dinamarca
Mundial 1998,/jugadores/kiko.php,72,Kiko,1 ,3,0.33,España
Mundial 1998,/jugadores/emil_kostadinov.php,73,Emil Kostadinov,1 ,3,0.33,Bulgaria
Mundial 1998,/jugadores/michael_laudrup.php,74,Michael Laudrup,1 ,5,0.20,Dinamarca
Mundial 1998,/jugadores/bixente_lizarazu.php,75,Bixente Lizarazu,1 ,6,0.17,Francia
Mundial 1998,/jugadores/claudio_lopez.php,76,Claudio Lopez,1 ,5,0.20,Argentina
Mundial 1998,/jugadores/luis_enrique.php,77,Luis Enrique,1 ,3,0.33,España
Mundial 1998,/jugadores/mehdi_mahdavikia.php,78,Mehdi Mahdavikia,1 ,3,0.33,Iran
Mundial 1998,/jugadores/patrick_mboma.php,79,Patrick Mboma,1 ,3,0.33,Camerun
Mundial 1998,/jugadores/brian_mcbride.php,80,Brian Mcbride,1 ,2,0.50,EstadosUnidos
Mundial 1998,/jugadores/benni_mccarthy.php,81,Benni Mccarthy,1 ,3,0.33,Sudafrica
Mundial 1998,/jugadores/sinisa_mihajlovic.php,82,Sinisa Mihajlovic,1 ,4,0.25,RFdeYugoslavia
Mundial 1998,/jugadores/predrag_mijatovic.php,83,Predrag Mijatovic,1 ,4,0.25,RFdeYugoslavia
Mundial 1998,/jugadores/andreas_moeller.php,84,Andreas Moeller,1 ,3,0.33,Alemania
Mundial 1998,/jugadores/peter_moller.php,85,Peter Moller,1 ,2,0.50,Dinamarca
Mundial 1998,/jugadores/masashi_nakayama.php,86,Masashi Nakayama,1 ,3,0.33,Japon
Mundial 1998,/jugadores/allan_nielsen.php,87,Allan Nielsen,1 ,5,0.20,Dinamarca
Mundial 1998,/jugadores/luc_nilis.php,88,Luc Nilis,1 ,3,0.33,Belgica
Mundial 1998,/jugadores/pierre_njanka.php,89,Pierre Njanka,1 ,3,0.33,Camerun
Mundial 1998,/jugadores/sunday_oliseh.php,90,Sunday Oliseh,1 ,4,0.25,Nigeria
Mundial 1998,/jugadores/wilson_oruma.php,91,Wilson Oruma,1 ,1,1.00,Nigeria
Mundial 1998,/jugadores/marc_overmars.php,92,Marc Overmars,1 ,6,0.17,Holanda
Mundial 1998,/jugadores/dan_petrescu.php,93,Dan Petrescu,1 ,4,0.25,Rumania
Mundial 1998,/jugadores/mauricio_pineda.php,94,Mauricio Pineda,1 ,3,0.33,Argentina
Mundial 1998,/jugadores/toni_polster.php,95,Toni Polster,1 ,3,0.33,Austria
Mundial 1998,/jugadores/leider_preciado.php,96,Leider Preciado,1 ,3,0.33,Colombia
Mundial 1998,/jugadores/raul.php,97,Raul,1 ,3,0.33,España
Mundial 1998,/jugadores/kjetil_rekdal.php,98,Kjetil Rekdal,1 ,4,0.25,Noruega
Mundial 1998,/jugadores/marc_rieper.php,99,Marc Rieper,1 ,5,0.20,Dinamarca
Mundial 1998,/jugadores/ebbe_sand.php,100,Ebbe Sand,1 ,5,0.20,Dinamarca
Mundial 1998,/jugadores/paul_scholes.php,101,Paul Scholes,1 ,4,0.25,Inglaterra
Mundial 1998,/jugadores/jose_sierra.php,102,Jose Sierra,1 ,4,0.25,Chile
Mundial 1998,/jugadores/skander_souayah.php,103,Skander Souayah,1 ,3,0.33,Tunez
Mundial 1998,/jugadores/mario_stanic.php,104,Mario Stanic,1 ,7,0.14,Croacia
Mundial 1998,/jugadores/dragan_stojkovic.php,105,Dragan Stojkovic,1 ,4,0.25,RFdeYugoslavia
Mundial 1998,/jugadores/david_trezeguet.php,106,David Trezeguet,1 ,6,0.17,Francia
Mundial 1998,/jugadores/pierre_van_hooijdonk.php,107,Pierre Van Hooijdonk,1 ,3,0.33,Holanda
Mundial 1998,/jugadores/ivica_vastic.php,108,Ivica Vastic,1 ,3,0.33,Austria
Mundial 1998,/jugadores/goran_vlaovic.php,109,Goran Vlaovic,1 ,7,0.14,Croacia
Mundial 1998,/jugadores/sang_chul_yoo.php,110,Sang Chul Yoo,1 ,3,0.33,CoreadelSur
Mundial 1998,/jugadores/javier_zanetti.php,111,Javier Zanetti,1 ,5,0.20,Argentina
Mundial 1998,/jugadores/boudewijn_zenden.php,112,Boudewijn Zenden,1 ,4,0.25,Holanda
Mundial 1994,/jugadores/oleg_salenko.php,1,Oleg Salenko,6 ,3,2.00,Rusia
Mundial 1994,/jugadores/hristo_stoichkov.php,2,Hristo Stoichkov,6 ,7,0.86,Bulgaria
Mundial 1994,/jugadores/kennet_andersson.php,4,Kennet Andersson,5 ,7,0.71,Suecia
Mundial 1994,/jugadores/roberto_baggio.php,5,Roberto Baggio,5 ,7,0.71,Italia
Mundial 1994,/jugadores/juergen_klinsmann.php,6,Juergen Klinsmann,5 ,5,1.00,Alemania
Mundial 1994,/jugadores/romario.php,7,Romario,5 ,7,0.71,Brasil
Mundial 1994,/jugadores/gabriel_batistuta.php,9,Gabriel Batistuta,4 ,4,1.00,Argentina
Mundial 1994,/jugadores/martin_dahlin.php,10,Martin Dahlin,4 ,5,0.80,Suecia
Mundial 1994,/jugadores/florin_raducioiu.php,11,Florin Raducioiu,4 ,4,1.00,Rumania
Mundial 1994,/jugadores/bebeto.php,13,Bebeto,3 ,7,0.43,Brasil
Mundial 1994,/jugadores/dennis_bergkamp.php,14,Dennis Bergkamp,3 ,5,0.60,Holanda
Mundial 1994,/jugadores/tomas_brolin.php,15,Tomas Brolin,3 ,7,0.43,Suecia
Mundial 1994,/jugadores/jose_luis_caminero.php,16,Jose Luis Caminero,3 ,4,0.75,España
Mundial 1994,/jugadores/gheorghe_hagi.php,17,Gheorghe Hagi,3 ,5,0.60,Rumania
Mundial 1994,/jugadores/philippe_albert.php,19,Philippe Albert,2 ,3,0.67,Belgica
Mundial 1994,/jugadores/fuad_amin.php,20,Fuad Amin,2 ,3,0.67,ArabiaSaudita
Mundial 1994,/jugadores/daniel_amokachi.php,21,Daniel Amokachi,2 ,4,0.50,Nigeria
Mundial 1994,/jugadores/emmanuel_amunike.php,22,Emmanuel Amunike,2 ,4,0.50,Nigeria
Mundial 1994,/jugadores/dino_baggio.php,23,Dino Baggio,2 ,7,0.29,Italia
Mundial 1994,/jugadores/claudio_caniggia.php,24,Claudio Caniggia,2 ,3,0.67,Argentina
Mundial 1994,/jugadores/ilie_dumitrescu.php,25,Ilie Dumitrescu,2 ,5,0.40,Rumania
Mundial 1994,/jugadores/luis_garcia_2.php,26,Luis Garcia,2 ,4,0.50,Mexico
Mundial 1994,/jugadores/goikoetxea_2.php,27,Goikoetxea,2 ,5,0.40,España
Mundial 1994,/jugadores/myung_bo_hong.php,28,Myung Bo Hong,2 ,3,0.67,CoreadelSur
Mundial 1994,/jugadores/wim_jonk.php,29,Wim Jonk,2 ,5,0.40,Holanda
Mundial 1994,/jugadores/adrian_knup.php,30,Adrian Knup,2 ,3,0.67,Suiza
Mundial 1994,/jugadores/iordan_letchkov.php,31,Iordan Letchkov,2 ,7,0.29,Bulgaria
Mundial 1994,/jugadores/adolfo_valencia.php,32,Adolfo Valencia,2 ,3,0.67,Colombia
Mundial 1994,/jugadores/rudi_voeller.php,33,Rudi Voeller,2 ,3,0.67,Alemania
Mundial 1994,/jugadores/fahad_al_ghesheyan.php,35,Fahad Al Ghesheyan,1 ,2,0.50,ArabiaSaudita
Mundial 1994,/jugadores/sami_al_jaber.php,36,Sami Al Jaber,1 ,2,0.50,ArabiaSaudita
Mundial 1994,/jugadores/said_al_owayran.php,37,Said Al Owayran,1 ,4,0.25,ArabiaSaudita
Mundial 1994,/jugadores/john_aldridge.php,38,John Aldridge,1 ,3,0.33,Irlanda
Mundial 1994,/jugadores/abel_balbo.php,39,Abel Balbo,1 ,4,0.25,Argentina
Mundial 1994,/jugadores/txiki_beguiristain.php,40,Txiki Beguiristain,1 ,1,1.00,España
Mundial 1994,/jugadores/marcelino_bernal.php,41,Marcelino Bernal,1 ,4,0.25,Mexico
Mundial 1994,/jugadores/daniel_borimirov.php,42,Daniel Borimirov,1 ,4,0.25,Bulgaria
Mundial 1994,/jugadores/branco.php,43,Branco,1 ,3,0.33,Brasil
Mundial 1994,/jugadores/georges_bregy.php,44,Georges Bregy,1 ,4,0.25,Suiza
Mundial 1994,/jugadores/mohammed_chaouch.php,45,Mohammed Chaouch,1 ,2,0.50,Marruecos
Mundial 1994,/jugadores/stephane_chapuisat.php,46,Stephane Chapuisat,1 ,4,0.25,Suiza
Mundial 1994,/jugadores/marc_de_grijse.php,47,Marc De Grijse,1 ,3,0.33,Belgica
Mundial 1994,/jugadores/david_embe.php,48,David Embe,1 ,3,0.33,Camerun
Mundial 1994,/jugadores/alberto_garcia_aspe.php,49,Alberto Garcia Aspe,1 ,3,0.33,Mexico
Mundial 1994,/jugadores/herman_gaviria.php,50,Herman Gaviria,1 ,2,0.50,Colombia
Mundial 1994,/jugadores/finidi_george.php,51,Finidi George,1 ,4,0.25,Nigeria
Mundial 1994,/jugadores/georges_grun.php,52,Georges Grun,1 ,3,0.33,Belgica
Mundial 1994,/jugadores/pep_guardiola.php,53,Pep Guardiola,1 ,2,0.50,España
Mundial 1994,/jugadores/fernando_hierro.php,54,Fernando Hierro,1 ,5,0.20,España
Mundial 1994,/jugadores/ray_houghton.php,55,Ray Houghton,1 ,4,0.25,Irlanda
Mundial 1994,/jugadores/sun_hong_hwang.php,56,Sun Hong Hwang,1 ,3,0.33,CoreadelSur
Mundial 1994,/jugadores/julio_salinas.php,57,Julio Salinas,1 ,4,0.25,España
Mundial 1994,/jugadores/henrik_larsson.php,58,Henrik Larsson,1 ,5,0.20,Suecia
Mundial 1994,/jugadores/roger_ljung.php,59,Roger Ljung,1 ,6,0.17,Suecia
Mundial 1994,/jugadores/john_lozano.php,60,John Lozano,1 ,1,1.00,Colombia
Mundial 1994,/jugadores/luis_enrique.php,61,Luis Enrique,1 ,4,0.25,España
Mundial 1994,/jugadores/diego_maradona.php,62,Diego Maradona,1 ,2,0.50,Argentina
Mundial 1994,/jugadores/marcio_santos.php,63,Marcio Santos,1 ,7,0.14,Brasil
Mundial 1994,/jugadores/daniele_massaro.php,64,Daniele Massaro,1 ,6,0.17,Italia
